# Source: eCUT — electronic Corpus of Urartian Texts (ORACC), Urartian glossary
# URL: https://oracc.museum.upenn.edu/ecut/
# License: CC0 1.0 (Public Domain)
# Downloaded: 2026-03-26T08:52:56Z
# Script: pillar5/scripts/extract_glosses.py
word	translation	source	source_url
lutu	women	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
makul-	shoot	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
makuri	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
man-	be	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mani	him	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mankali	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
manuše	existence?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
marda	(a profession)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mari	protective barrier?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mariahi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
marini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mariyi	(a category of men or profession)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
masi	his	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
maše	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
meliaini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mergi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
meripte	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
meruni	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
meš-	harvest	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
meše	tribute	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
meši-	libate?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mī	and?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mikuiduše	atonement??	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
Miliṭialhi	of Miliṭia, Miliṭian	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mirtarš-	administrate?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
MUHALDIM	cook	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
muna	river	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
muri	storehouse	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
muri	storeroom?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
murmu	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
murumuriahininani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
muṣi	faithful	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mušitani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
mušitinani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
NAGAR	carpenter	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nah-	sit	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nah-	take along	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nahidini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nahize	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nahizi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
NAM	governor	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
namari	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
napahia	intimidation	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nara	(a category of human beings, maybe dead person, spirit of the dead)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
NA₅	chest	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nik-	lead	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nikid-	flow	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nipsid-	sacrifice	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
niribe	herd	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nu	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
NU.KIRI₆	garden	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nuld-	make great	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nulušt-	punish?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nun-	come	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nuni	for them?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
nuniri	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pahazuli	(a building)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pahi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pahini	ox	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
palagi	(a category of men)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
panithe	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
par-	carry	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pari	to	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
patari	city	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pī	under	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pili	canal	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
piṣad-	rejoice	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
piṣu	joyous?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
piṣuše	joy	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pit-	damage	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
puh-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pulaue	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
pulusi	stele	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
puruli	house?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qabqarš-	go around	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qaburzanili	bridge?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qarbi	rock	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qarmehi	libation?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qarqarani	armor	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qiura	land	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qudula	foundation?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
quldini	deserted	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
quradiri	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
qutume	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
quṭuhu	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
salmathi	on the left side?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
salzi	bare?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sie	shepherd	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sila	wife	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
silišt-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
siluadi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sipruyini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sirhani	(a building)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
siršini	stable	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sui-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
suid-	drive out	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
suid-	push back	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sulediani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sulušt-	prostrate	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
sunue	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
supa	(meaning unknown, maybe adjective to mikuiduše, proper??)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
suri	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
susi	(a temple)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
suṭ-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
suṭuq-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
suṭuq-	besiege?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṣib-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṣiburdi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṣipikani	(a category of men or profession)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṣirabae	unwatered	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṣui	lake	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṣuiniši	lacustrine	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ša	of	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ša-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šalari	(a profession?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šali	year	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šani	jug	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šat-	grab	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šehadi	cow?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šehiri	alive	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šeptusinaṣi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šepuia-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šepuiar-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šer-	write?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šerd-	hide	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šerd-	hide?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šeri	separate	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šeštili	gate (pl. or collective form)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ši-	go	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ši-	take away	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šia	(a kind of people)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šialade	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šialdi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šid-	build	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šidišt-	build	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šidištuše?	building?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šied-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šiedi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šili	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šinamdini	second?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šiname	(a building)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šini	two?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šisi	(a wooden object)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šišini	for the second time	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šištini	again	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šišuhani	again	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šu	I?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šu	hand?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šu-	fill	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šua	(a kind of stone used for buildings?)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šuga	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šugabarani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šuhi	new	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šui	all	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šuki	once	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šukuri	with me?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šuli	void?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šurhani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šuri	region	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šuri	weapon	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šurili	region	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šusi	my	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šusi	one	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
šuše	sheep	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
talusuni	(meaning unknown	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tamh-	occupy?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tan-	do	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tan-	lay out	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tananini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tanaṣi	artefact?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
taraie	strong	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tarainua	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
taralzani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
taramu	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tarani	anew?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tardašhi	(a category of men or profession)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tardini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tarmani	well	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tarni	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tarnuni	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
taršua	man	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
taršuatuhi	people	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
taše	gift	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tašm-	seize	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tatuhi	people	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
telani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
teq-	subject	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ter-	establish	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ter-	put	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
terai	be put?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
terihi	planting?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
terul-	erect	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
teš-	harvest	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
teši	found?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ti-	say	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tia-	speak	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tini	name	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
TIR	woods	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
TĪRU	courtier	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tišnu	heart	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tišud-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tišulakuni	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tuaie	pure	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tuišhi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tur-	destroy	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
tušuhani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṭelzuše	offering prescription	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṭeribišuzi	cult stele?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṭirusi	(a measurement unit)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṭubard-	authorize?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṭubarduni	strength?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ṭulurini	(a building, presumably as part of the fortress)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uaniše	(a positive quality)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ubarad-	order?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ubardud-	order?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ubše	children?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
Uburdalhi	of the land Uburda, Uburdian	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
udid-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
udiguni	(a category of human being)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
udue	(a kind of tree or plant)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uduli	vineyard? = uldi?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uediad-	castrate?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uediani	women	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ueli	contingent?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uelid-	assemble	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uesid-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ueš-	bestow?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uešelaše	power?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ueši-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uešiali	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uhini	(a building?)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ui	not	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ui-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uilanini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ul-	go?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ula	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uldi	vineyard	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ulguše	life	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ulh-	move forward?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uli	(meaning unknown, probably a part of a city or its surroundings)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uli	another one	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ulušt-	march	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
UN	people	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uni	or	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
unqaitani	(a category of men or profession)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ur-	receive?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
UR.GI₇	dog	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uratar-	collect?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uratarbi	spring?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uri	hill	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
urišhi	property	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
urišhusi	treasury	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
urp-	sacrifice	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
urpuaṣi	sacrifice	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
urtani	plant	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
urul-	receive?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ururda	a group of people	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uṣ-	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uṣidilatini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uše	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušgi	favor	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušhan-	grant	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušipte	crossover?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušlani	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušmaše	protection	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušt-	offer	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušt-	set off	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uštakuni	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
uštipte	military campaign	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ušuini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ute	not	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
UTUL₂	leadership?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
U₂.ŠE	grain	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zad-	do	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zaduše	work	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zanid-	be subjected?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zari	fruit orchard	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zaš-	expand?	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zašg-	beat	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zauri	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zebi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zeld-	restrict	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zeldi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zilibi	progeny	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
ZU	writing board	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zumagi	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
zumaṭini	(meaning unknown)	eCUT/ORACC	https://oracc.museum.upenn.edu/ecut/
