# Source: eDiAna Digital Philological-Etymological Dictionary of the Minor Ancient Anatolian Corpus Languages (Lydian)
# URL: https://www.ediana.gwi.uni-muenchen.de/
# License: CC BY-SA 4.0
# Downloaded: 2026-03-26T08:52:56Z
# Script: pillar5/scripts/extract_glosses.py
word	translation	source	source_url
šawtari-(d)	to protect	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šawtar-	watcher	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ipli- (ẽndipli-)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
iraν	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
karol(i)-	offering (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šλipi-(d)	to cause destruction (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
prwãν (porlλ)	year	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
cati-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tfi-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
cito-	(a title)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
otra(/i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
arwo-(d)	to appropriate	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
waredtaλ	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
patnẽd(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ardẽt(i)-	owner (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
sof	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
pita-(d)	(verb of giving)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*kup-	to desire	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
rawa-	to release	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šawkorfλ[	(a title)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
karfto-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šawkarplo-	(a title)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
lẽm-	(an individual/family term)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šitarfλo-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nirat	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ãn	thus, also (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ãna- (ãš)	that one (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*šar-	to watch (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
sarte- (or sartec(i)-)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ol-(t)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nãš(i)-	each (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
katoš(i)-	(a reference to what is decreed)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šawν	toward	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šiw(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tanla-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
aspluwa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ašnãnto-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tẽmw(a/i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ama-	my (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ẽmi(n)-	my	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
=im, =(u)m	I, (to) me	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
wãmi-(d)	to find, come across (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
dãν	in, under (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
dum(ν)	also, furthermore	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
=dãν	with, from (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
še-	to prescribe (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šadmẽ-	seal, inscription	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kaττadmẽ-	approval (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*mu-	might (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qaλm(λ)u-	king	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
prafrš(i)-	manager, steward (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
korfi-(d)	to undertake (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
amẽd	before, in the presence of (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kumẽd (kẽmẽd)	when	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
irdu-	oath (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*if-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ifẽn(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ifro-	to confiscate (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ifrl(i)-	exemption (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ifi-	to receive, obtain (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
epad	here (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ẽnwaλa-	(a title) (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kãna-	wife	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ši-	to impress (with a seal), make official	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*wes-/wis-	to be dear	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šawwasτa-(d)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
masta-	ornament (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
mλwẽnd(i)-	pertaining to the balcony/balustrade (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*mrša-	false act, desecration	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tarta-	curse (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
wora-	child, son	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tro-(d)	to hand over	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šarištros(i)-	(divine epithet)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
trol(i)-	of gift (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tor- (kantoru)	to hand over	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tatro-(d)	to hand over (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
satro-(d)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
fedtro-	(a title)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
datros(i)-	(type of payment)(?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
laλẽn(t)-	statement, utterance (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*lala-	tongue, gossip	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kaprdoki-(d)	to forfeit (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šarpta-(t)	to carve, inscribe	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šarloki-(d)	to be in charge (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šaral(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šerl(i)-	supervising authority, chief	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*šar-	up	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*awl(i)-	(tube-shaped organ)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
awλa-	part of the courtyard (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
awlad(i)-	courtyard, hall (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ofi-	to call upon, consult (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
e͂n	at, for (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*mal-	mental power (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*trf(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
trfãν	opposite (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
trfno-(d)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*tarp-	replace	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tarpla-	substitute (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tarpτa-(d)	to act as a representative (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tarplati-	to perform substitution (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
fẽlla-	(a structure)(?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
mru- (mruwa-)	stele	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
pira-	house	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
fa	(particle)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
fak	(modal particle)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kof(i)-	water	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
mariwda-	dark (deities)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*warp(i)-	weapon, tool	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
=ms	to them/you	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
mẽtl(i)- (mẽtr(i)-)	harm (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qi-	who, which	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
=(i)τ	(refl. pron.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qi=k	anyone, anything	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
el	to be(?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
cuwe-	to set up, dedicate	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
=ãk	(temporal particle) (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
amu	I, me	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*ata-	father (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*sfa-	to make into one’s own (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
širma-	temenos, precinct	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*mẽt-	harm (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nid	not	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
pife-	to approve (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*pita-	donation	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
pi(d)-	to give	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
pλ, paλ	forth, out	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qãn-(t)	to destroy (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qašãni-(t)	to rent	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*qašãn-	rental (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*ta-(d)	to place (horizontally)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*šaw(i)-	eye	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tada-	father	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qira-	property	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ow-	to regard with favor	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*wasτa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
[k]asa-	hearth (altar) (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*kuka-	grandfather	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ca- (cak)	share, allotment (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ca-(t)	to give a share, make a dedication	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*ce-	to take (imperf.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tasa-	column (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*tis-	to shape (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tisard(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
i-	to make, (med.) to become	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*al(i)-	distant (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ẽnν	under (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ẽna-	mother	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ani-	to erect (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
da-	(preverb)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ẽt-	(preverb)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
p(i)-	he, she	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
=k	and	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
