# Source: eDiAna Digital Philological-Etymological Dictionary of the Minor Ancient Anatolian Corpus Languages (Lydian)
# URL: https://www.ediana.gwi.uni-muenchen.de/
# License: CC BY-SA 4.0
# Downloaded: 2026-03-26T08:52:56Z
# Script: pillar5/scripts/extract_glosses.py
word	translation	source	source_url
sfatrτa-	(a title)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
sfato-	owner	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
eš-	this here	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
oš (or e!š)	(dem. pr.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*nu	(particle)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ciwνal(i)-	the divine one (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ciwla-(d)	to perform one’s function as ciwla-priest	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ciwar(i)-	oracle (response)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ciwa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kastaλc(i)-	remains (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
cẽnši-(t)	to make a dedication (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
paqẽni-(t)	to trample upon	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
srfast(i)-	left	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
wroli-(t)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
pλtarwo-	periphery	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kan	(preverb)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
puwerf-(t)	to enclose (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
tesast(i)-	right	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
mala-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
fasiša-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
