# Source: IDS — Intercontinental Dictionary Series, Elamite (contribution 216)
# URL: https://ids.clld.org/contributions/216
# License: CC BY 4.0
# Downloaded: 2026-03-26T08:52:56Z
# Script: pillar5/scripts/extract_glosses.py
word	translation	source	source_url
puhu.na; pu-hu-na; pu-u-na; pu-un-na	young	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
kara; qa-ra	old	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
irpi; urpu-; ir-pi; ur-pu-ub-ba; ap-pu-qa	early	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
maš-šá; me-šá	late	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
a-am; am	now	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
mur	end (temporal)	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
tar-ma; tar-maš	finish	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
a-ka-da	always	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
me-ul-li	long-time (for a)	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ki-qa	again	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
na; nan:; na-an-me; na-an-na	day	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ši-ut-ma-na; šu-ut-me; šu-ut-ti-me	night	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
te-man; ki-in-na-ra	evening	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
na-na-me-na; si-in	month	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
pi-el; be-ul	year	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
tena; te-na; hal-ki; tena; te-na; halki; hal-ki	sweet	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
lu-lu-ki; lu-lu-qa	acid, sour	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
hap-; ha-ap-hu; ha-ap-ti	hear	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šà-na	quiet, silence	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
siya-; ziya-; si-ya-nu-un; si-ya-h; si-ya-áš-na; zí-ya	see	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šammi-; ša-am-me-iš; ša-am-mi-iš-ta	show	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ši-mi-ut	white	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
da-ban-ti-na	blue	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
hu-la-ap-na; hu-ra-ap-na	green	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šu-un-ti-na	yellow	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ab-ba-ra	heavy	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
zí-ti-qa	dry	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šá-da; šá-ud-da; ši-ri; šu-ru; šu-ri-na	good fortune, luck	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
tan-na-am-me	joyful, glad, happy	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
hani-; ha-ni-eš; ha-ni-ik; ha-ni-in; ha-ni-me	love	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
qa-du-uk-qa	dare	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ipši; ip-ši-ip; ip-ši-iš	fear, fright	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ha-mi-ti; ha-mi-it	faithful	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
siri; si-ri	true	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
tit-; ti-ti-ip; ti-ut-ki-um-me	lie, tell lies	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
a-a; ba-ha	good	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
muš-nu-ik	bad	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
hi-šá	praise	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ši-iš-ni	beautiful	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
lma-; el-ma; el-man-da; el-man-ti; ul-ma	think (= reflect)	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
uri-; u-ri-iš	believe	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
turna-; tur-nah; tur-na-u-ut	know	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
me-en	need, necessity	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ayak; a-ak; ya-ak	and	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
appa; ap-pa	because	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
an-ka; an-qa	if	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
in-gi; in-na; im-ma; in-ni	no, negative	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ap-pa	how?	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
appa; ap-pa	what?	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
mur; mu-ur	where?	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
akka; ag-ga; ak-ka; ak-qa	which?	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
turi; turu-; tu-ru-nu-un-ki; tu-ru-h; tur-ri-qa	speak, talk	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
tiri-; turu-; ti-ri-in-ri; ti-ri; tu-ru-uk; tu-ru-un	say	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šukkit; šu-uk-ki-it	word	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
hiš; hi-iš	name	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
kulla-; ku-ul-la-h	promise	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
kulla-; ku-ul-la-h; ku-ul-la-hu	call (=summon)	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
dallu-; tallu-; ta-al-lu-h; da-al-lu-ha; ta-al-lu-h-šu	write	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
bera-; pera-; be-ra-an; be-ip-ra-an-ti; be-ip-rák	read	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
hal; ha-al	country	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
a-al	city, town	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
taš-šu-up; taš-šu-íp; hu-úr-du	people (populace)	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ah-pi; a-h-pi	tribe, clan	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
sunki; zunki; su-gìr; su-kip; su-un-gìr; su-un-ki-ir; su-un-ki-ip; su-un-ki-kip	king, ruler	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ðimpti; si-im-it; te-im-ti; te-ip-ti; mu-uk-ti	master	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
li-ba-um-me; šá-u-lu-be	slave	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
liba-; li-ba-ir	servant	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šalu.r; šá-lu-ur	freeman	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
me-el; gi-il; šera-; še-ra-h; še-ra-h-ši	command, order	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
duk-ti-ir; kán-ir-ra	friend, companion	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
beti; bi-ti-ir; pi-ti-ir; be-ti; be-it-ra	enemy	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ta-; taš; táh-ha-an-ta; táh-ha-an-te	help, aid	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
be-ut	fight (vb)	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
gugu; gu-gu	peace	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
hi-it	army	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ul-ki-na	weapons, arms	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šá-li-mi	club	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
qa-am-ban	bow	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ti-ut-ti-um; hi-iš-ki; sa-h	arrow	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šu-kur-ru-um	spear	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
kar-ik	helmet	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
me-te	victory	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
pu-uk-ri-ir	booty, spoils	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šu-du-ur; šu-tur	law	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
gini; ginu; gi-ni-ip; gi-ni-pi; gi-nu-ip	witness	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
gi-ri-ip; gi-ri	swear	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
tu-uš-šu-íp	thief	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
nap; nab; na-ap; na-ab-ba; na-ap-pi; na-bí-ip	God	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
dala; da-la	sacrifice, offering	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
šà-ti; šá-tin; šá-tan	priest	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
ak-pi; ak-pi-ip	holy, sacred	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
kik; ki-ki-in; ki-ki-ip; ki-ik	heaven	IDS (Intercontinental Dictionary Series)	https://ids.clld.org/contributions/216
